id,tweet,sentimen,pos_words,neg_words
6328,ya jam malam tapi hanya serius masuk trend bikin lagi lah wkwkwk #gamalielopentwiter,,,
6329,saja yang lebih cute:p iya kaka cute :p night semoga mimpi indah ;) ini mau tidur,,,
6330,iya deh baik saja - - baik saja baik sangat mah apan haha iya samasama peg,,,
6331,orang tua sibuk sampai rumah cuma ada makanan beku :o,,,
6332,biarin :p apansi nyambung nyambung saja kaya pentir lagi ayan dia lon,,,
6333,makin hari makin parah macet na bagaimana 5thn yang akan datang,,,
6334,selamat pagi kekasih hati,,,
6335,makin aneh kelakuan bodo amat (at permata depok sektor nilam) —,,,
6336,oia saya salah map pa guru o:) beda kata beda arti misin iya,,,
6337,dibalik perasan menyesal harus ada perjuangan lebih keras,,,
6338,benar yey makaci icat mumuah~,,,
6339,iyo lh galau nyo lh pandai selingkuh ma ma prlu kuliah lai hahahaha nyo ambiak jurusan selingkuhr,,,
6340,yuk kesana :p lapiz sayang dimance itu,,,
6341,berduka cita atas wafatnya uly artha salah satu artis senior may you rest in peace mam uly,,,
6342,naksir ama kawan saya ternyata ! murahan kamu boy (n),,,
6343,nanti malam juga galau haha biarin yang penting tidak-agalau :p kamseupay iyuh mau banged memang sadarin aku,,,
6344,kamu mau langkahin saya juga deh (✣�✣� ) aku ! yank mau juga dong punya cincin tunangan kaya c:,,,
6345,ada yang lagi senang tuh habis lewat jembatan sumarecon bekasi u u,,,
6346,lucu itu orang2 yang ngamuks :) abis kepo haha,,,
6347,bismilah makasih juga buat sahabat saya yang sudah kasih tahu semuanya ngbuka mata dan pikiran saya lega nya pakai sangat,,,
6348,ukh ntong sakapeung mah sok nyerah jangan putus asa tuda yu,,,
6349,laporan sk -> laporan kelbin -> kti sudah menanti -> stres :|,,,
6350,selamat pagi! rise and shine jackases� [pic] —,,,
6351,kayakx bulan depan juga k sini lagi mei nt ketemu di krwg yah sayang : yah tidak-jadi ke karawang te yah,,,
6352,baik kak enga ngapa2in memang itu daerah rumah ku kak :),,,
6353,#fretixs5ina mau telepon opa mau gosip seru sama opa tg eyang subur,,,
6354,cekuyah duyu jadi anak rajin :g,,,
6355,hahahaha sudah berani dia ),,,
6356,suasana dan alamnya yang indah van kgen sma spart kangen kampung ya,,,
6357,hal yang menyedihkan adalah kamu terlalu menyayangi seseorang yang tidak-terlalu menginginkan kamu,,,
6358,terpaksa tidak-:') boleh:') ikutan sedih dong :') strong lah sayang:')♥,,,
6359,yang banjir macet keributan panas ya tuhan,,,
6360,itu kamu hulk :d akut alay -> :d 4l4y3r5 -> y4ro3k!ech,,,
6361,i'm at rumah nita � � (harapan indah bekasi) [pic]:,,,
6362,pada mau kerja tidak-serius,,,
6363,pagi cantik ☺,,,
6364,sedang berlangsung dalam kondisi yang serba tidak-enak (at griya alam sentosa cileungsi) —,,,
6365,harus kaya bagaimana,,,
6366,lama sekali kelarnya (at wicaksono home) [pic] —,,,
6367,coba ada emot kesal,,,
6368,mungkinkah masih ada waktu yang tersisa untuku mungkinkah masih ada cinta dihatimu,,,
6369,saya besok antar nyokap ke rumah sakit dm eror,,,
6370,aku jug makin sayang : makin makin sayang sama malaikat satu ini hihi (�✣�),,,
6371,dipuncak kesedihan inipun aku harus tetap tegar tuhan aku butuh penopang seseorang yang bisa menjadi tiang hatiku :'(,,,
6372,hajar bre ouh iye saja lah tampang lau saja kaya pingiran wajan yang gosong jangan sok jual mahal lau,,,
6373,risiko bukan untuk ditakuti tapi dihadapi dengan cerdik cerdas dan profesional (at w/ others) [pic]:,,,
6374,ya � semoga bapak bisa sehat seperti sedia kala,,,
6375,eating with eki culinary modern market bintaro),,,
6376,pas prj kita gajian hahah,,,
6377,itu masnya benar kerja disitu tidak-sih ah saya jadi kemana-mana pikiranya,,,
6378,“suka ngaku ngaku -> om om keren :d kamu mah om om pasti saya ketemu cowok cakap,,,
6379,memang bagus ya poto pakai camera360 bisa bikin langsing ​„​„​„​„​„​„​„​„​:d )�≈�≈� ):d,,,
6380,basah kuyup naik arum jeram -_-,,,
6381,banyak omong :p pokoknya nanti kena saja kena apan sok bgt! wkwk biarin saja nanti juga kena nih,,,
6382,bang kenapa kita harus nonton film cinta brontosaurus,,,
6383,miapa dedep saja hancur aku gimana ini,,,
6384,mis yang jelek :d btw mis ko' folowersnya bisa banyak sih,,,
6385,bingung sekarang mana yang bocah mana yang dewasa ckck,,,
6386,ahaha pantas mukanya masih orang negro,,,
6387,hehe bisa sih cuma loncat saja ini yo kaya bisa saja ho yah shufle nya biasa saja,,,
6388,yeye yeye ngantuk saya abis ye tidur kamu nanti les juga begadang ajeh sudah krjanye tidak-lama dari itu 1-1 tu,,,
6389,wah benar-benar mau kurus nih jau amat sepedahanya,,,
6390,gp main bekal pakai jersey lagi juga kamu main bekal sama cacing tanah kamu sudah mati masih gila aja!,,,
6391,apan baik grgr dangdut,,,
6392,ini indovision sembarangan motong sinetron korea gua! makin lama makin ngelunjak! ergh!,,,
6393,skiping enak juga ya,,,
6394,tidak-papa sih _ aku kenapa lagi rt saputranr wah parah nih si putra hahah�,,,
6395,keselnya lagi kesal haha yaudah kenapa memang malam mingu ko kayaknya bt sangat :d,,,
6396,hehe oke deh say,,,
6397,kucing nya kok tidak-ad bulu salah satu kebiasan kucing saya tiap saya pulang ke rumah pasti dia nyamperin lalu mijitin peru,,,
6398,apansi dila kamu yang sombong ;p! apasi asa ;p ! wo sombong wo,,,
6399,maksod kamu pas buat si muloh subur akun < twetny,,,
6400,makasih nisa : selamat ulang tahun mama nya rindu,,,
6401,entah kenapa ini kampus terasa asing bagi saya,,,
6402,supermanya tidak-kaya biasanya � ceritanya lebay� ★ man of stel —,,,
6403,eh si karata datang lagi yawoh melting saya ini tidak-kuat (�-�) ces,,,
6404,lama panjangnya- - (at dea's rom) [pic] —,,,
6405,lucu,,,
6406,bensin mau naik 50ribu/liter tetap saja jakarta macet kesal,,,
6407,kaga masuk bng w sakit perut,,,
6408,selamat tangal jadi buat semoga makin makin ya saling dewasa☺♥♪,,,
6409,hahaha sialan :d besok juara liga maka ny biar di siarin terus haha pis :d tidak-bisa nobar link streami,,,
6410,selamat tidur ganteng cantiknya yang tidak-lebih… (w/ deh fajar & others at post-production global tv 8th flor) —,,,
6411,kangen sekali asli misyu bey :'( :'(,,,
6412,tak peduli harus sesakit apa tak kuhiraukan berapa lama menungu asalkan di ujung jalan itu ada kamu yang akan mengengam tanganku #ku,,,
6413,bukan waktunya untuk berdebat dan saling menghujat berfikirlah secara rasional bukan irasional semoga saja tidak-hancur selamat malam tweps,,,
6414,runing man siapa yang main bagus tidak-pilemnya tentang apa,,,
6415,sore juga kaka :) halo selamat sore semua!^,,,
6416,saya pelajaran sudah semua wkwk i'm fre~ saya masih 9pelajaran lagi-_- oiya dong jelas tidak-mikir pusing lagi wkwk,,,
6417,tenang nanti kan kita bm - an ;) aku kangen sma kaka kelas yang deket sma aku :'(,,,
6418,semakin dibaik-baikin semakin tidak-tahu diri semakin ditahan-tahanin semakin menyiksa hati,,,
6419,selamat makan � � (with and others at ah mei cafe pejaten vilage) [pic] —,,,
6420,iya kalau benar baik kalau cuma didepan saja baikny! mending terlihant baik n hati'y juga benar baik :d,,,
6421,thank u haerudin bakso malang karapitan),,,
6422,di pondok indah rowley aku jiji jadi fregley hehe ok fregley :d lagi apa,,,
6423,haha kaya iklan itu bel bochor2,,,
6424,prospek sekalian der :d kalau nga punya uang yah nga usah dbkin pm begitu deh nga penting sekali -_-,,,
6425,maksudnya salah maksud tahu,,,
6426,selamat pagi kamu si penjaga tulang rusuku (�✣�)�`),,,
6427,eh hehehe makasih jal :d soundcloudnya bagus :l,,,
6428,terus anak mana dunk hah bukan enak saja ini vita anak yapenda bukan,,,
6429,eh buset aku juga sayang ade papa apalagi,,,
6430,tapi tidak-< ini manusia juga sama kaya situ :d ini siapa _ rizal_vrdaus: alhamdulilah ya haha :d,,,
6431,iya ka bigthanks ({}) iya sayang (� �(�✣�c) tapi trsenyum dan brdoa apapun � trjadi (�'�✣'� )9,,,
6432,tahu tuh-_- hehe iya kak pasti nanti ada yang nginep2nya begitu tidak-kak cepat bingit-_- haha mangat deh deh,,,
6433,kata mamah kalau dia tahu kamu sayang sama dia hrusnya dia tidak-usah takut buat ngehubungin kamu,,,
6434,ko tenang si li 'tenan' :p,,,
6435,sekali k iyah dia seram juga yah kalau marah >_<,,,
6436,kehilangan sahabat lebih sakit dari pada kehilangan pacar -nuel 18thn suka ngemutin celana dalam :o,,,
6437,ahaha macet pisan ada macet di puri haha :d ahahah puri ada puri,,,
6438,sinyal benar kalau sudah deket rumah-_-,,,
6439,lama sekali mulainya -_-,,,
6440,anak rajin � sedikit lagi sampai -_-,,,
6441,noh kan kaya tai sekali,,,
6442,haha fi leby ah msa sgtunya hahaha baru terharu aku nagis kalau ngeliat kamu iri sama,,,
6443,lagi stres nih bocah -_-,,,
6444,working ! (at pt anugerah kemenangan bersama (akb) —,,,
6445,ayo ikutan tidak-nya !ada hadiah menarik menungu loh #ra1anivga,,,
6446,saelah bunda dewe marah hahaha sompret ko jadi bawa umur iya tahu saya masih 16tahun huft,,,
6447,nungu jalan gratis dari kantor di tengah bulan seperti ini bandung atau jogja yang penting gtatis #kapan -_-',,,
6448,ini pada sakit sih - -yalah z,,,
6449,baru moving dari hape 3jam sudah di teror -,,,
6450,ramai � � �朙,,,
6451,#duniamention mention teman kamu yang rajin !,,,
6452,untuk menghilangkan pikiran buruk di kepala ini mari kita run! (at fitnes center bank indonesia) —,,,
6453,setangkai bunga dan satu buah kue cukup romantis kapan ada cowok yang kaya begitu ya ;3,,,
6454,saya tidak-kesal ama kamu saya ksel sama,,,
6455,tidak-: :d apa sih sayang :,,,
6456,belajar dulu yak saya biar besok kaga kebingungan kaya mtk tadi wkwk,,,
6457,berangkat bakso mah enak nih,,,
6458,sayang cuma bulan banci terbukti bersalah pidana 7bulan!,,,
6459,enak tahu yang dikemayoran yan belum-_- saya nge bayang ngin ketan putih-susu wkwk tansus yang dimane,,,
6460,hari raya idul #remajaindonesia hari fav,,,
6461,demi apa tu anak jadi begini alay -_-,,,
6462,soal hati saya memang tidak-bisa bohong jujur aku sayang sekali sama kamu ah ntahlah,,,
6463,sesosok wanita junior di kampus yang saya kenal anak nya sangat amat polos semoga dia menjadi yang terbaik :),,,
6464,abisnya tidak-ada yang perhatin saya sih muti ka muti ngapa jadi jawab deh :d iyah nih cantik -_-,,,
6465,liliana natsir kece badai ya alah :,,,
6466,hepi besday kaka semoga makin cantik baik pintar sholeha! panjang umur sehat selalu dan bisa jadi kebangan orangtua amin♥,,,
6467,yang penting artis lah hari gini tidak-homo mah tidak-keren � ade saya hombreng � jijik,,,
6468,memang masih jaman ya hari gini telp pakai private number halah sok sekali misterius! dikira saya tidak-tahu apa hedeh cpd :-p,,,
6469,saya kan barutau iwa dari dulu lucunya :d hahaha lucu kamu d saya sudah ngeflbck kamu belum si maaf eror hehe,,,
6470,oke sudah berapa kali nguap ini,,,
6471,yang lagi di bandung jangan nakal eaps:,,,
6472,oke sip makasih ya :),,,
6473,hidup yang tenang yang penuh syukur yang sehat dan hidup yang berarti inilah harapanku,,,
6474,ko bisa senyumanmu membuat aku gelisah tak menentu,,,
6475,oce said dia itu pasti iri sama kaka ;),,,
6476,aigo kenapa exo comeback pada riweuh ya artis yang satu label saja tidak-kaya fans2nya,,,
6477,noverina saum sma daya utama manajemen sumberdaya lahan #msl #kenalan,,,
6478,balikrmh saudara tapi saya makan dulu mang mau kmana kamu cepat sampai kek 3-|,,,
6479,timbang uas saja nes kalau jelek tingal ngulang hahaha ih mentang2 sudah sering merasakan _,,,
6480,benar,,,
6481,seafod saja sih kalau  begitu mah lebih baik saya beli sendiri tidak-perlu ngantri :p #brbngikutantrianwine #marketingoficegrencove :d,,,
6482,cinta tak butuh menjadi sempurna karena ia hanya butuh ketulusan namun jika cintamu tulus maka cintamu telah sempurna,,,
6483,males sudah kalau sudah kaya begini huh,,,
6484,sebentar cici botel tungu posy junior ya hahaha bikin lah hahart posynatashya: itu anak lucu sangat jadipengenpunya,,,
6485,ada yang kurang nih,,,
6486,mba mas qhotanya jahat haha bukan dia anak buahnya nyipelet~�rt anak buahnya mas qhota mba,,,
6487,t spasi t e spasi e cyert komunikasi jadi gampang apa masa saya nelpon pakai tab gini gede sangat,,,
6488,banyak kali itu landingnya besok aku telbang sama pacal akuh ke medan :d ah kamu tidak-pas sekali sih ngajakinya -_-,,,
6489,hahaha kangin ngelawak terus ma si oktiya dari tadi dia ngegodain oktiya terus! ah envy saya -_- tapi gp saya senang walau g liat langsung!,,,
6490,doaku hari ini: tuhan jangan biarkan aku berkeluh kesah berpikiran sempit berhati kotor dan bersifat malas,,,
6491,yang rusuh tuh si abi,,,
6492,oh no sasaran brikut y! pala pusing,,,
6493,setan kamu mi orang saya minta pin & nanyain on / of -_-,,,
6494,yuk jadi fix niy tidak-ada yang mengajak malmongan niy fine 10km/jam cukup,,,
6495,cantik matre wajar jelek matre baca istighfar,,,
6496,kalau kalian mendadak kaya dan pengen bikin festival apapun untuk umum begitu tolong diperhatin yang namanya tong sampah ya makasih,,,
6497,kelaparan sudah solaria -,,,
6498,asyik asyik ada yang ngebosin nyimak � insya alah,,,
6499,oke,,,
6500,haha saman brti za :p lah kek saya yan haha foto saja dulu di miniatur eifel kali saja foto benar disa,,,
6501,salah ya haha gitak kak bukan bangdim:p bangdim bangdim :p dp kak kenapa,,,
6502,download saja pet nanti kita kaya apa ya main team wkwkwk bisa weh :d,,,
6503,cuma olahraga ini yang menyenangkan (with rizki at pesona khayangan pol) —,,,
6504,ini lucu ngantri ampir setengah jam tingal semobil lagi depan saya buat ngisi bensin pas giliran saya sudah naik harganya,,,
6505,semangat sangat ini semangat (at inten kalimalang) —,,,
6506,bagus,,,
6507,nah! :) sejak juga (dari data yang berhasil kami kumpulkan) persib belum pernah menang jika main di jakarta #clasispermanent,,,
6508,iye katanya mereka takut sama lau nya hahaha nanti kalau yang natar saya pada cemberut lagi nyah ahaha,,,
6509,ya ni lama sangat c hehehe,,,
6510,cuaca-nya mendukung untuk tidur ya~,,,
6511,oke kabarin saja,,,
6512,ada hikmah masuk hari mingu bisa download gratis wkwkwk,,,
6513,orang yang pintar main gitar itu plusnya banyak loh:),,,
6514,wah si memet -_- yangngasih -_- kirimkan by dm gda sms wi dari kamu salah kali nomer saya,,,
6515,asyik ditraktir happy birthday ya semoga cepat kurus :d,,,
6516,terbayar sekali prit! pas sekali pensil alis saya abis hahahahahahahahahaha,,,
6517,tahan puph hari kok jadi keras,,,
6518,tanggal kamu enak sudah bisa tenang,,,
6519,menit karakter minimal salah mengetik yang berapa menit belalgebran,,,
6520,suka sekali ngesimpulin sih pintar bahas indonesia ya :x,,,
6521,ahelah lama sekali :'(,,,
6522,sin dikasih makan apasih sama mama mau tahu deh kok bisa kaya gini :) holafly (o^)o,,,
6523,nah bagus iya saja deh li yoi toh oh nangis,,,
6524,wangi monyet min wkwk,,,
6525,tae astuti lagi tidak-enak badan benar ini asu asu kurang olahraga,,,
6526,kasur yang empuk apa alasan kamu jadi males mandi dihari mingu #hj,,,
6527,hujan malam gini menyeramkan ih-_- tarik slimut merem-merem _ (�),,,
6528,bro ape benar ad beasiswa di uta45 balas y bro,,,
6529,haha iya dek nanti ada poster kuntilnak ngelamun juga wkwk iyaiya ka betul:d mau dibilang sedih enga yang ada lawak wkwk:d,,,
6530,kamu tidak-ada sih ham debat soal fuit dia wkwk ha iya benar! pusing itu ketika lihat eman dan sule berdebat-_-,,,
6531,huwe badanku serasa mau remuk sakit2 gini panas2an jalan cepat siangnya super xd,,,
6532,mulai lagi ! kesal,,,
6533,kodonk jadi begadang mki paenk dulu mumpung malam hahaha sudah mi di coba sayang tapi nda mempan minum obt tidur sa,,,
6534,baik kick of final cempiyon,,,
6535,sudah pakai kapur barus jadi aman wkwk,,,
6536,dis saya mau tanya tiket yang pernah kamu temuin paling murah ke singapore/malaysia/thailand berapa harganya hehe jawab ya adis ganteng wk,,,
6537,iya jug si budrt enak darimana tidak-jelas saya kamu enak budrt santosbudi: (cont),,,
6538,bau,,,
6539,tmp kalibata akan macet deh pft mungkin tambah macet haha~,,,
6540,bajunya warna extrajos! fiuh hot benar si fany neguesha bikin semangat mario baloteli cetak gol tuh,,,
6541,watching now you se me (at xi pondok indah mal 1) —,,,
6542,semangat semangat semangat (at prudential tower) —,,,
6543,ih di jelasin lagi wkwkwk saya nabok bos dari ciputat tadu hahaha vhegayusuf: saudara yang ini memang jorok syekali � ireneyusuf,,,
6544,wkwkw kalau tua sekarang bisa repeot dong �•✗� ✗� ✗� •�•✗� ✗� ✗� •�,,,
6545,ini kalau sudah ngumpul sama sodara2 pasti dela yang paling kecil hahaha _ miris sekali _,,,
6546,abe bawel :]x ahahaha kamteng ama makasar mati lampu,,,
6547,seh saya kalau ketemu langsung mah romantis tidak-ngegombal saja :d:p,,,
6548,anak kecil tahu ap,,,
6549,jangan sok jadi manis! kamu bukan kecap! muka kamu kek botol kecap! haha #soktaulo,,,
6550,tuanganae muka kamu kaya gervinho yang rambut nya belah tengah kaya charlie st12,,,
6551,dan macet dan saya fine kok sunguh t t,,,
6552,semangat pagi ! (^)9 (with and at pt saja inhealth indonesia) —,,,
6553,gimana ya nyamanya begini tidak-nyaman begitu bukan engak mungkin belum,,,
6554,blosom like a flower u iri ya lol : [pic] —,,,
6555,tahun ini terakhir kalinya china juara sudirmancup selanjutnya dan selanjutnya piala itu akan pulang kampung hohoho :d,,,
6556,memang sudah punya bos baiknya super kelewat enak hahaha ngertin sekali wkwk,,,
6557,tempat paling gaul se cibitung! (at 10% ampuh loter mart cibitung) —,,,
6558,benar apane kang y benar kwi saja seru2 haha masmin ternyata :d,,,
6559,memang apa semua makanan kan cepat saji kalau di luar rumah itu tidak-baik~,,,
6560,berasa keren jalan2 di mal pakai batik kebaya lengkap (with nurulita kiky and luthfi at epicentrum walk) —,,,
6561,baik shar kabar kamu gimana shar sekarang kamu didepok yak,,,
6562,i'm at r universitas bunda mulia (jakarta capital region),,,
6563,cepat lah selesai kelasnya � [pic] —,,,
6564,aku kan tadi benar min folback donk,,,
6565,kalau seandainya benar datang ke indonesia bulan november saya mau nonton pasti boleh ;),,,
6566,yaudah oke sip beh : wait - -,,,
6567,ini nih jorok nya tidak-ketulungan �_�,,,
6568,akan hadir : phablet nokia & versi murah lumia :,,,
6569,pemberhentian kuliner terakhir dan sekalian beli tahu jeletot hoho begah sangat begah (at bubur jagung) —,,,
6570,untung libur jalan tebet timur dalam 7d no 4),,,
6571,kalau tidak-bisa jangan salahin saya haha thanks oke d cba,,,
6572,cengeng nih kalau ada mamanya g: -_-,,,
6573,twit paling penting > otw kamar mandi,,,
6574,enaknya tuh of day kaya gini manfatin bermanja2 di salon ! grgr uang gaji bulan kmraen ke pending ini x_x,,,
